node,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,degree
broken,0.9798994974874372,0.0,0.9802955665024631,0.021729358525989874,195
alone,0.9798994974874372,0.0,0.9802955665024631,0.014403732839640039,195
care,0.9798994974874372,5.514678881513052e-05,0.9802955665024631,0.004673305387376804,195
thinking,0.9798994974874372,0.002410347722382203,0.9802955665024631,0.0030447144763672603,195
mean,0.9798994974874372,0.0018281845978421222,0.9802955665024631,0.0031282712385845637,195
women,0.9798994974874372,0.0060227348222347135,0.9802955665024631,0.0032544104360336503,195
blame,0.9798994974874372,0.0,0.9802955665024631,0.013544503493892685,195
job,0.9798994974874372,0.0004128990309894832,0.9802955665024631,0.005327059565054098,195
makes,0.9798994974874372,0.00020111875220752944,0.9802955665024631,0.005072471945988508,195
heart,0.9798994974874372,0.00015125110297944163,0.9802955665024631,0.007686928971275224,195
issues,0.9798994974874372,0.0004347504347504348,0.9802955665024631,0.0041643168483166135,195
fucking,0.9798994974874372,0.0,0.9802955665024631,0.0070733367309620855,195
sorry,0.9798994974874372,0.0003709210043913866,0.9802955665024631,0.0037583719425293644,195
cause,0.9798994974874372,0.00010536052107545943,0.9802955665024631,0.0047809434045206255,195
change,0.9798994974874372,0.003585302881023911,0.9802955665024631,0.0028174122333997193,195
show,0.9798994974874372,0.0037216108595733996,0.9802955665024631,0.003133153859371527,195
difficult,0.9798994974874372,0.0005081524344505919,0.9802955665024631,0.014491415730821971,195
support,0.9798994974874372,0.008040400916664213,0.9802955665024631,0.0028271486790730827,195
due,0.9798994974874372,0.0010081862145209185,0.9802955665024631,0.004167559920059098,195
killed,0.9798994974874372,0.0,0.9802955665024631,0.0070284987580380735,195
shit,0.9798994974874372,4.965603462038204e-05,0.9802955665024631,0.007519648321475345,195
look,0.9798994974874372,0.00022752416920225664,0.9802955665024631,0.003832643374797631,195
home,0.9748743718592965,0.00016633282964941256,0.9754901960784313,0.003792564322819587,194
guys,0.9748743718592965,0.002981135681820894,0.9754901960784313,0.0028074098724197908,194
left,0.9748743718592965,0.0028126042171313093,0.9754901960784313,0.0038062324108511483,194
use,0.9748743718592965,0.0005978377783053334,0.9754901960784313,0.003009192351721194,194
giving,0.9748743718592965,0.0015072759291216535,0.9754901960784313,0.0038155359029150536,194
died,0.9748743718592965,0.0,0.9754901960784313,0.00707654334940129,194
anyone,0.9748743718592965,0.0,0.9754901960784313,0.004861220873893864,194
disease,0.9748743718592965,0.0,0.9754901960784313,0.00947859697576897,194
believe,0.9698492462311558,0.005534596988573063,0.9707317073170731,0.0029062065544703747,193
awful,0.9698492462311558,0.0012914816313788844,0.9707317073170731,0.01790734365896397,193
watch,0.9698492462311558,0.0023264146532000957,0.9707317073170731,0.0027379360045574914,193
next,0.9698492462311558,0.0011579716617830537,0.9707317073170731,0.0030917214239162406,193
depression,0.9698492462311558,0.0004941924844467861,0.9707317073170731,0.00683117956845162,193
real,0.9698492462311558,0.0007277782479548886,0.9707317073170731,0.0030578448305699376,193
state,0.9698492462311558,0.002418896619765397,0.9707317073170731,0.0036799537430759937,193
taking,0.9698492462311558,0.0014623513617164348,0.9707317073170731,0.0028881420916539,193
thought,0.9698492462311558,0.00016000811645702767,0.9707317073170731,0.0034556832681095855,193
gonna,0.9698492462311558,0.0029498756789060744,0.9707317073170731,0.00412245866334541,193
literally,0.9698492462311558,0.0007995961083202294,0.9707317073170731,0.003953835896805874,193
instead,0.9698492462311558,0.002577257663293905,0.9707317073170731,0.0029311121531852558,193
used,0.9698492462311558,0.001363468338553918,0.9707317073170731,0.0029572971912014373,193
live,0.9698492462311558,0.005591617210316769,0.9707317073170731,0.003276242073162291,193
mind,0.9698492462311558,0.004706232592150656,0.9707317073170731,0.0030103417424752477,193
feeling,0.964824120603015,0.00014764584037678093,0.9660194174757282,0.0053735409816766415,192
call,0.964824120603015,0.0027850660864213476,0.9660194174757282,0.0028420973624377747,192
little,0.964824120603015,5.853071179704347e-05,0.9660194174757282,0.003754220721975484,192
play,0.964824120603015,0.0070665807722553415,0.9660194174757282,0.0028944970109725542,192
country,0.964824120603015,0.0001283070797308653,0.9660194174757282,0.004704555970017171,192
pain,0.964824120603015,3.0455306837216384e-05,0.9660194174757282,0.00447737656092007,192
self,0.964824120603015,0.0030344819441819617,0.9660194174757282,0.002969217976878456,192
actually,0.964824120603015,0.0007672984303501847,0.9660194174757282,0.004040316064225442,192
body,0.964824120603015,0.005200872694594231,0.9660194174757282,0.0029907926333973913,192
others,0.9597989949748744,0.006308087528832998,0.961352657004831,0.003285397912063964,191
sick,0.9597989949748744,0.004234316743834027,0.961352657004831,0.003099927708199555,191
game,0.9597989949748744,0.00010151768945738795,0.961352657004831,0.004595240923535152,191
twitter,0.9597989949748744,0.006800285930786919,0.961352657004831,0.002687564128233646,191
killing,0.9597989949748744,0.000440508061948598,0.961352657004831,0.00468406273533701,191
leave,0.9597989949748744,0.0008270830832603008,0.961352657004831,0.0051576544525862005,191
black,0.9597989949748744,0.005394466088085702,0.961352657004831,0.0029211170062593216,191
week,0.9597989949748744,0.0030310943092318773,0.961352657004831,0.003215443833003048,191
working,0.9597989949748744,0.0018022026701789147,0.961352657004831,0.002985787539024411,191
ppl,0.9597989949748744,0.003864027263965029,0.961352657004831,0.003111125403074065,191
reason,0.9597989949748744,0.0004927574441812298,0.961352657004831,0.0031634662187498682,191
mad,0.9547738693467337,0.009999931449035965,0.9567307692307693,0.0028979653162582684,190
ashamed,0.9547738693467337,0.002172961971956947,0.9567307692307693,0.004799995183548307,190
scary,0.9547738693467337,0.0031371112870507084,0.9567307692307693,0.0039402811895630305,190
night,0.9547738693467337,0.0028451769118113326,0.9567307692307693,0.0033666654136021595,190
anxiety,0.9547738693467337,0.0006428519790785665,0.9567307692307693,0.008403794039102418,190
system,0.9547738693467337,0.005485569166910135,0.9567307692307693,0.0033272433173799514,190
better,0.9547738693467337,0.0015459913918337955,0.9567307692307693,0.0035520493583535914,190
dont,0.9547738693467337,0.0007688700090101035,0.9567307692307693,0.00345508051021959,190
old,0.9547738693467337,0.0008757682543277186,0.9567307692307693,0.0032617917744864004,190
friends,0.9547738693467337,0.0024696803371039478,0.9567307692307693,0.0038084177167325554,190
damage,0.9547738693467337,0.0,0.9567307692307693,0.007343293599470608,190
upset,0.9547738693467337,0.002075909697350233,0.9567307692307693,0.005584067963564613,190
sadness,0.949748743718593,0.005230248482266269,0.9521531100478469,0.007225096212049058,189
girl,0.949748743718593,0.0037529738420556155,0.9521531100478469,0.0030785313596920516,189
watching,0.949748743718593,0.002727786726104141,0.9521531100478469,0.002757272444863849,189
disaster,0.949748743718593,0.013536011010825275,0.9521531100478469,0.0033053323015782756,189
human,0.949748743718593,0.009560198890151497,0.9521531100478469,0.0030371064956014816,189
government,0.949748743718593,0.0011351443169624986,0.9521531100478469,0.0039553526130360036,189
danger,0.949748743718593,0.008536243491321916,0.9521531100478469,0.004215507478024054,189
school,0.9447236180904522,0.006729546639771435,0.9476190476190476,0.0028484169854870933,188
die,0.9447236180904522,0.013457713508158057,0.9476190476190476,0.002917089050288371,188
alcohol,0.9447236180904522,0.010573027072189552,0.9476190476190476,0.0053216976014624036,188
suicide,0.9447236180904522,0.005205069408215262,0.9476190476190476,0.0029585747944448574,188
maybe,0.9447236180904522,0.0015024384218841355,0.9476190476190476,0.0028087866306442627,188
went,0.9447236180904522,0.00715755080901829,0.9476190476190476,0.0029616452956573182,188
point,0.9447236180904522,0.00044808780152163726,0.9476190476190476,0.002957221312005966,188
stay,0.9396984924623115,0.004848959541881889,0.943127962085308,0.0027241109473251216,187
tired,0.9396984924623115,0.004526551107271104,0.943127962085308,0.003010451854738628,187
sometimes,0.9346733668341709,0.004271853950423174,0.9386792452830188,0.003323710094860633,186
deadly,0.9346733668341709,0.005632299288102524,0.9386792452830188,0.0028975709599829637,186
love,0.9296482412060302,0.0014638106981803135,0.9342723004694836,0.004817838655362674,185
pandemic,0.9296482412060302,0.006576886305072692,0.9342723004694836,0.0028482024245364756,185
case,0.9296482412060302,0.01943059001203139,0.9342723004694836,0.0028230495242078492,185
hurt,0.9195979899497487,0.007014280545542729,0.9255813953488372,0.0032113548620718068,183
wanna,0.9195979899497487,0.0010750979953050915,0.9255813953488372,0.0035448375093465236,183
depressed,0.914572864321608,0.001958845174925577,0.9212962962962963,0.0038906947560050603,182
funny,0.914572864321608,0.011079016050620952,0.9212962962962963,0.00260932585626307,182
children,0.9045226130653267,0.0017329450746536175,0.9128440366972477,0.0028987562676917786,180
police,0.8994974874371859,0.014105779396495157,0.908675799086758,0.0025832608541974016,179
pay,0.8994974874371859,0.04045560142512004,0.908675799086758,0.002303872909812575,179
cheat,0.8793969849246231,0.006722952899156715,0.8923766816143498,0.0031686624392860937,175
illness,0.8743718592964824,0.033072085665996204,0.8883928571428571,0.0029510547576243615,174
dislike,0.8693467336683417,0.0030031576473680045,0.8844444444444445,0.003299666567291464,173
team,0.864321608040201,0.01812293696171597,0.8805309734513275,0.0021955169804479657,172
govt,0.864321608040201,0.02208117724665342,0.8805309734513275,0.002659525514452412,172
paid,0.8492462311557789,0.023468387158023997,0.868995633187773,0.002021971807092533,169
indian,0.8442211055276382,0.035548466318379254,0.8652173913043478,0.002574679161499957,168
justice,0.8241206030150754,0.061096908500668394,0.8504273504273504,0.002398589173270975,164
china,0.7889447236180904,0.07699680078112917,0.8257261410788381,0.002117953471784477,157
focused,0.7839195979899498,0.09649123446697645,0.8223140495867769,0.0016435463246352979,156
education,0.7437185929648241,0.08057282572315626,0.796,0.0021580588523131433,148
rape,0.7236180904522613,0.06365369219765128,0.7834645669291339,0.002730523368220061,144
productive,0.6482412060301508,0.05375078982673903,0.7397769516728625,0.0016465498590939667,129
pakistan,0.6432160804020101,0.07717112072315901,0.737037037037037,0.0021153126270496594,128
justiceformanishavalmiki,0.5728643216080402,0.05577460251563204,0.7007042253521126,0.0027784158953147947,114
gstr,0.17587939698492464,0.01659274887090513,0.5482093663911846,0.0010670628489422213,35
